N,seed,C,completion,virtual_time_s,time_per_clear_s,macro_steps,measures,switches,clear_failures,path_length_m,directional_sources,scenario_sha256,last_successful_clear_macro_end_s,error
11,2101100672,11,True,9863.19251,896.6538645454547,43,409,379,0,36920.96256253271,10,e4b88b5d02d217cafc2669bfd8df1db24452e9d3631637358bb6d6577b7c6c75,9863.19251,
11,2101100673,11,True,12187.910238,1107.991839818182,47,505,473,139,43589.551015322024,5,54d9ffdc98fe29aaa69482022ec11b9eaf8ad9e6fea711b95d02f3288357ed64,12187.910238,
11,2101100674,11,True,8857.103533,805.1912302727272,43,358,327,0,33425.51766654586,5,bf9b55b30dc2f171dbc9de923346ed1da4fb09517ff3a19b46c640807cde2b91,8004.006417,
11,2101100675,11,True,10473.561969,952.1419971818182,43,471,441,1,38097.809849796766,5,4baf74e4e547349cd90b35ad5411c873032ed593ad9eeb5e1cd36f1ac176d36d,9366.233437,
11,2101100676,11,True,9528.32999,866.2118172727273,43,393,362,0,35731.64994796704,4,500968b9a5ca8122dcca43ca8a862830f6137128a1d8350dac89798c870c95f6,7451.45938,
11,2101100677,11,True,9968.731566,906.2483241818182,43,484,453,5,35128.657830720316,10,f0870e4cd63ee1da9aa7ca17764bd3be07a35e739b3be594084f563ed314fd7b,9968.731566,
11,2101100678,11,True,9341.172527,849.1975024545455,43,353,323,2,35960.86262925428,5,cd4cf2722b1e6d7535cde54b9cae55c2ea050feff32409859b960aa6e857652d,9341.172527,
11,2101100679,11,True,11877.205192,1079.7459265454545,46,540,507,101,41561.026003894636,8,20137b2399aae7cbb57f3c3ac41b10b8b053fcb281129641ec1b5e323930caec,11877.205192,
11,2101100680,11,True,9650.890419,877.3536744545454,43,421,392,3,35449.45209833009,4,b071f5409b16d87373fbb427344641e00ed26c554eae1e5f096e2b78b058e245,9650.890419,
11,2101100681,11,True,10460.837899,950.9852635454546,46,497,463,40,36689.18945038505,10,302eaedd092715e17785d7c78fd2e27940e23117fb545d06564b3e1986589b3c,10460.837899,
11,2101100682,11,True,10229.505995,929.9550904545454,49,470,436,25,36567.529974744735,8,56cc3b340ce932f074024d36c344b655deae6b16b1179d303fac37cafc2827a7,10229.505995,
11,2101100683,11,True,9544.217793,867.656163,43,501,471,2,32536.08896000763,5,2f426ec6fde7f981d2f522292f1fe228ce7a3ff9f6cfd123c0dd4a9bd2de55da,8038.488801,
11,2101100684,11,True,9855.165834,895.9241667272727,43,386,355,6,37485.829171645164,8,182dea96bfd1ea98d46dd51f5483a55c0cbeb657f052357c519c1c86f0f7b620,7991.281148,
11,2101100685,11,True,9538.349793,867.1227084545454,43,421,390,1,34926.748967440646,3,de1bc44046454af6518bf05fe50094d9669d3771def4c28dcb059b1f51a876e1,7068.374133,
11,2101100686,11,True,8668.200918,788.0182652727273,43,332,301,5,33186.00458894285,4,0fa1a0b91cda58808d23fc9c0fe74821770f3dbae6f9865eaa1e0e46b72e2916,4215.754912,
11,2101100687,11,True,9625.748082,875.0680074545454,43,488,458,0,33363.74040723121,4,487080eda873f95f9cdc42cd0215f5eb6bd83c2f218ebec239d58c15d7022c70,9625.748082,
11,2101100688,11,True,9290.366787,844.5787988181819,43,403,373,2,34206.83392928293,2,bd02fb09ecb71651dcbb8558d217d3da1097f01fe9a19afec34fffbf80b45852,8613.210245,
11,2101100689,11,True,9249.112108,840.8283734545454,43,410,380,0,33820.5605339721,4,87709c7c020c0ac593dd072b263ab6184cc7c7e9b00f920ec81166c3d536ce85,6796.436341,
11,2101100690,11,True,10743.499921,976.681811,46,457,424,25,39522.49961173397,9,3606497dfe585d3cacbf74ffc3194962f2cf6c360372e5a893fd9bad13841a04,10743.499921,
11,2101100691,11,True,10767.592714,978.8720649090909,45,461,430,16,39647.963570334454,2,a19bdba5134412d10ee2f58577e73efbff1c583ba532942f7d566036fbeb8d42,10767.592714,
11,2101100692,11,True,9866.42953,896.9481390909091,43,422,391,4,36492.14764894751,6,df0a7a82972ff79ce7c11a45806dd48ba4934157b8158c67834c51311a45fbb1,9705.191243,
11,2101100693,11,True,10315.285382,937.7532165454545,43,472,441,5,37221.4268983457,8,dcf3aa074f29d25fe34dd8ef953790659e1067d344d8355825800457c1f3712c,10315.285382,
11,2101100694,11,True,9633.927921,875.8116291818183,43,332,302,0,38084.63960229679,2,463df368efc82ae868620c37688b7edc132b68fe497f4009e5dca076b11e6172,2879.863298,
11,2101100695,11,True,10030.354825,911.8504386363637,46,470,438,11,35771.77414878182,7,173f417a7140be0aa91f5f9daaa60893970c0debcf75a790e9893df38ff1a5b5,8691.281763,
11,2101100696,11,True,9370.587722,851.8716110909091,43,397,366,2,34792.938614816536,3,c2e5ef35e6d5f5902f66c0e6bf20ba1ccb66d0ab937ba1607c8a046650b7248e,8414.127581,
11,2101100697,11,True,9673.75715,879.4324681818181,43,458,428,1,34488.785748101836,4,929de86fc83f0304f1914a5d7c86127c94c7e96b6071942c827f272f182cf0dc,9673.75715,
11,2101100698,11,True,8935.267012,812.2970010909091,43,332,302,0,34591.33505705493,6,b1cc9c018fed97779b21c39ab895f3c8b429e364408ad4699c302d21a914eb11,8935.267012,
11,2101100699,11,True,9514.991217,864.9992015454546,43,487,456,1,32829.95608649276,5,a1fdb996e9d33217a97edfa6da41df4b6998d50660a757609b95582378a0a223,8686.637095,
11,2101100700,11,True,9483.511654,862.1374230909091,43,404,373,0,35177.558272661954,1,cc6661abe38dd0dc0e3551a7c1ced0f8869b0b645c390ad82f1735da3e4ef6d6,9279.827168,
11,2101100701,11,True,9405.247101,855.0224637272728,43,488,458,3,32216.235509075592,9,8fb4c0536e7bde68b479f2c58a0056b54062a13d970ea6711764912c11da72f1,8570.505983,
11,2101100702,11,True,8503.348115,773.0316468181819,43,315,284,0,32946.74057978754,6,901e9ed39e0923fecb98d567625835dc965b67aa8f3698b757483ec8dd1b9fb9,2425.154861,
11,2101100703,11,True,12118.554611,1101.6867828181819,46,497,465,140,43467.772905320795,8,ea252e5924f5ba58d4a3137537383ff1fa0696ac9a6a2744f68b29cfd95e71f9,12118.554611,
11,2101100704,11,True,9091.882236,826.5347487272727,43,394,363,1,33504.411175312576,4,d55a26b2b304de5f999ae7b2f6ee3b123a45d164beb74ac6b2344e4aeac853a0,6593.593461,
11,2101100705,11,True,9790.15315,890.0139227272728,43,419,388,1,36245.765741670766,7,20a52f250cdaaf16d67dd20ff49ae9e87a37b0ea365ba6a716f068bb634ead28,9790.15315,
11,2101100706,11,True,9190.82951,835.5299554545454,43,377,347,2,34489.14753674761,5,3b51ac0047a077e62745df53f40079ae432a5ee767a1d273873af599d710d97f,4318.956994,
11,2101100707,11,True,10079.333345,916.3030313636363,43,454,423,0,36656.66672393359,2,5cf618310d8c4e57179a2544210ec4563483e74e2f37fd4eef6993cbaf430efa,9766.180128,
11,2101100708,11,True,9998.204573,908.9276884545455,46,411,378,29,37116.02281951884,5,88919b24c39c8a6703eb89119a81e299289ed5e731b4dc7a96b7dacde34d7880,9998.204573,
11,2101100709,11,True,9894.081461,899.461951,44,450,419,3,35805.40730920091,8,41f63836b71b09c0e34a45907993f387d2fea6224a5e45c0d421ec06923ff38c,9894.081461,
11,2101100710,11,True,8258.324187,750.7567442727272,43,310,279,0,31871.62093901262,2,622837fc73047fcfba674b88d015c6a48b20f9924a504497b49ce6ed02729526,1275.403626,
11,2101100711,11,True,12054.981406,1095.9074005454547,46,552,522,124,41729.90700042133,7,b3b8827eedcb8a0706ba44bd8d3c85c3880862b25a573f681c77c94d4e7a12b7,12054.981406,
11,2101100712,11,True,10081.058128,916.4598298181819,43,426,397,1,37480.290639884945,3,92f438d21509c29c0aae6ce0a9ffac6418b8fba17a287ff19896c267c171147f,9263.531421,
11,2101100713,11,True,9390.953457,853.7230415454545,43,442,413,1,33549.76729460206,5,aba54615a257a4df63a522168af87b534e47a6e6f6e927e3c9acf370d845a15a,6783.265132,
11,2101100714,11,True,8479.26376,770.84216,43,315,286,3,32771.3187934153,10,00fe39b266eda3eb8e8725be6dab9937f110ee76e530ce99e1ba12797708d7d2,1741.245679,
11,2101100715,11,True,10346.515116,940.5922832727273,49,501,467,38,36027.57550553902,5,c2c7c52835975a02783db20f1b25b4112e1cd105b97a232d02a0e9377b761ef1,10346.515116,
11,2101100716,11,True,10230.927723,930.0843384545456,43,444,413,0,37714.638627838365,9,59a7005f550c835fdf1dec65efa1626f11a009df198ac79cd70d012b5ec797ac,10230.927723,
11,2101100717,11,True,10005.72612,909.6114654545454,44,434,403,0,36888.63059697874,2,21d3f1f23de77e6d22f5622605de3dd4a7a05cb14e3f11aa6e4a4869ee785fe3,10005.72612,
11,2101100718,11,True,10870.46837,988.2243972727273,49,378,344,153,40612.341624269604,9,f74b803be83a030dce64def919e90cecaa27c0a55fa1dd42c64da10c9efc1894,10870.46837,
11,2101100719,11,True,9727.388433,884.3080393636363,43,482,452,3,34006.942163908294,9,64cb909e4f94ef653e00a064776ed687fa08e803e5a3dba75712a7696fdf717a,9727.388433,
11,2101100720,11,True,10701.968047,972.9061860909092,44,423,395,1,40669.84023817868,8,763af043f33b9bf9e0e7c7ca183032b7b57acd05987ac65d430a54c6e873b0a2,10701.968047,
11,2101100721,11,True,11888.37761,1080.761600909091,47,519,487,186,40966.88784650279,9,8b8cfcf8f4eb2baf62ad8c7c309f5987eb8339f78549d60f10ac5f3aa8dce5f6,11888.37761,
11,2101100722,11,True,8499.819996,772.7109087272728,43,321,291,1,32729.099982963166,1,d20f5f94f7535851c2e314e781f908c6f8fc4fe7485e49771d3965a51204cb97,4040.755932,
11,2101100723,11,True,10254.480803,932.2255275454546,43,494,463,1,36317.404012315485,10,e5ddfe137784ba08fa7a3cf48a3b9fb94052da7098ff80ad56351172f27fca76,9555.050432,
11,2101100724,11,True,10119.460236,919.9509305454546,46,433,400,12,37317.30118850335,7,30f86151da160e4efd02db3192ac65a0650c76102a1dc8ccf57c4eee0ff2a305,10119.460236,
11,2101100725,11,True,9224.290732,838.5718847272727,43,417,386,1,33476.45365453508,2,ddcbe2469fd989175e53a5f8005342d8608a5cff79077b1874625fbbd6e30fc2,7134.817562,
11,2101100726,11,True,8895.033546,808.6394132727273,43,341,310,0,34125.16773343945,2,cd888d1ea769f2b1b0feb768013bbcd0092ea1c7619a86dc8956afa5823d421b,8232.580631,
11,2101100727,11,True,11459.76316,1041.7966509090909,49,510,476,92,40513.815749373716,5,c797d7c9d5053bfa4e96eef2362ddc33d42af00a38abc90fbf37dfa466950e99,11459.76316,
11,2101100728,11,True,9892.36856,899.3062327272728,43,449,419,4,35806.842779833525,8,c6cda0a979ec31670acf505cf0e25b43f3ccdc389bb9311a946f4f699ab607fc,8753.888316,
11,2101100729,11,True,9308.595308,846.235937090909,43,441,410,0,33192.976547762446,1,e4a7911489164834c001a60be8f79c6f418ab58f6bcdd09be8c73f57ecc76e6b,6845.792977,
11,2101100730,11,True,9105.248731,827.7498846363636,46,335,302,59,34481.243655383885,2,23f19d2a521d4c732c35692f60e689c5225d9b79c3fdced3170eeb0c06d876f2,9105.248731,
11,2101100731,11,True,9451.997525,859.2725022727274,43,479,450,0,32759.987624714362,4,d963feda84d5f0a17f769bb168192d8f09f366c4e31f0b449106b9265ae3a224,8809.860222,
11,2101100732,11,True,8634.106444,784.9187676363636,43,347,316,1,32625.532217667154,3,8f3b02b40803e7909da6d77c6d6c3cbed5cb85535e9d942082d7afaf664a4e4c,6658.657234,
11,2101100733,11,True,11303.20988,1027.5645345454545,44,503,473,4,41241.049404808226,10,896e569d4de3cba0891d024f2acdd7e83bd574b91bdd67616b22704c0e249d51,11303.20988,
11,2101100734,11,True,8039.888607,730.8989642727273,43,305,275,2,30894.44303457684,2,5d41340f32737b6318fabadad23169f0244339d798e81c98f6ca82e5c5410503,1039.528657,
11,2101100735,11,True,10655.102634,968.645694,43,492,462,0,38390.51317003838,5,28a3e1d5e83e3227445ae6597f2040c659dc37e69fdf25d4687f8515a1f2e28b,10655.102634,
11,2101100736,11,True,12021.330398,1092.848218,49,549,516,43,42881.65198672323,10,e3f09e8e6e551ce39afe0ab9a468f2430be411b5e301fec73cb9adc23b174882,12021.330398,
11,2101100737,11,True,10110.323762,919.120342,43,450,419,5,36856.61881249126,10,7ce3dc9aa4588c26c704aa018a97e3696642e0f75b4b75968226c5e6e374d364,7572.829444,
11,2101100738,11,True,8929.943498,811.8130452727273,43,380,350,1,33109.71749557968,6,b1ce0d3a44e17b8d6f801cdd9231cc08a28709d0857a490c210998801f93121d,8929.943498,
11,2101100739,11,True,9666.78861,878.7989645454545,43,479,448,1,33828.943039270176,2,2474756b40863f1c235d1f95f13f6d8fc6bb464fe604e2782459bd6f92bce0d9,9000.959797,
11,2101100740,11,True,9576.356745,870.5778859090908,43,410,379,2,35431.78371186575,9,4fc9df2833bb28922f895c405570cc8febac82ad67c1163c22e810b2ad25af81,8621.228603,
11,2101100741,11,True,9413.841289,855.8037535454546,43,438,407,2,33779.2064444273,3,04834eeec4bbd6449a275f488701ebd3b909bdc2b32ed109ede1b28a80f584ef,8233.05211,
11,2101100742,11,True,8497.648966,772.5135423636365,43,308,278,1,33108.2448267719,3,49eee4b5ef53ddbb66855a549b737b1dc8ea397c5c6558c09bff6191f12a04b2,4773.784896,
11,2101100743,11,True,10089.162331,917.1965755454545,43,464,435,0,36395.81165897469,4,da1927ce78f53a851cd8d401512b07c983a30db60477104fa1251d557e6d4838,7847.565285,
11,2101100744,11,True,9441.330473,858.3027702727272,43,430,399,0,34186.65237100808,1,b9d19e81d1156f83402dbaf3e0ca3099f7822b37502e6d5d0070a127b964329a,9441.330473,
11,2101100745,11,True,11412.760449,1037.5236771818181,47,543,510,6,40573.80223960385,10,70d8bf7618fcfba3eb4da7cab1f49e62dfbb4b888e31bd8a335925862034b49a,11412.760449,
11,2101100746,11,True,8999.945232,818.1768392727273,43,336,306,2,34764.726167769004,8,318f437e60d451b46c010a84319c7681b9609dd36f9a2061af0001ca524a319d,2851.070647,
11,2101100747,11,True,9864.546587,896.7769624545455,43,471,441,0,35067.73292794682,5,59c4464622ac1822cc6176cd64ab1c5d7235a98f37a1b43b9ff257699a4a5218,9864.546587,
11,2101100748,11,True,14549.702931,1322.7002664545455,53,501,466,355,52293.514177538644,8,02db88bd952399fdae6ab14b061680d267c8d506811388e9f190cb75f1c54147,14549.702931,
11,2101100749,11,True,9317.06187,847.0056245454545,43,480,449,2,32035.309333887515,6,53c21c8892a987b47c5ead850ad2ca75f800cdc5cddea160e20acd29ccffc08f,9317.06187,
11,2101100750,11,True,9677.075684,879.734153090909,43,397,366,0,36355.37841340338,9,c9a21fd2d68b1c1d88cafc22e59b248c586ffcfa38d6117d43292c2d4dc3caa6,9677.075684,
11,2101100751,11,True,10373.810277,943.0736615454546,46,507,475,13,36349.051382996586,8,77ed2fc1dc0162a4dcb8f6896418ea290b885adac4ff2a870f15745f5d15393a,10373.810277,
11,2101100752,11,True,9957.524657,905.2295142727272,43,404,375,6,37447.62328038324,10,68906c1f1819d047ff31ca9b430ec834ff452d05da86b125ca33ce472aacdd50,8246.242803,
11,2101100753,11,True,9443.071721,858.4610655454545,43,454,425,1,33450.358612227756,6,e2e5f9ebc7fa24609811fb51544bb07c79bf6745df53ce6ae420fc62b3ccf1df,8298.104595,
11,2101100754,11,True,9905.681318,900.5164834545456,49,383,350,56,37088.40654747307,9,72e8001417a07604a3e89e0d292c15ca4f767636de678b0330c55d8a53650e0a,9905.681318,
11,2101100755,11,True,9289.033614,844.4576012727273,43,484,453,1,31790.168070024534,2,a0fb494e845cb5fbf7c38e59c9f3e477f5dc47e457bd430b398c76d9b1a0ca52,8601.127245,
11,2101100756,11,True,10549.622583,959.0565984545455,43,423,392,5,39863.112917450584,7,4371e8dfaa377616894c00a0b063951a14dea0802edf1d7fd38a1b841976d94e,10549.622583,
11,2101100757,11,True,11214.750676,1019.5227887272727,52,518,483,75,39308.75332355402,8,604c99ce23c3bfad16b8ec305b61cd9b02ce12186085b0b9cb2b96ec6ddde463,11214.750676,
11,2101100758,11,True,8480.867096,770.9879178181818,43,332,304,4,32249.335480864935,10,ab213e655a131c89a855ea8d564adc2fd344fc5ef4d1024e7ebca3125c79e2bb,2435.463466,
11,2101100759,11,True,9852.691859,895.699259909091,43,486,456,0,34558.45928926126,6,4354e4133a12a0496abe05b8d45d64af984bf8b85995b3ebb89368ce5f32bd23,9578.380469,
11,2101100760,11,True,10670.186115,970.0169195454546,47,402,369,7,41075.930571270605,4,c24b8c0e5bd97ed33dfdce20f800fa7aa216dba9a6761571806ea064d88cb423,10670.186115,
11,2101100761,11,True,10262.469014,932.9517285454546,43,510,480,0,35887.34507896508,8,5131a353b53d3f08a5b227e4cf0dd92d75ca731882ea2a89c69eae475acba5a3,10262.469014,
11,2101100762,11,True,8694.441474,790.4037703636363,43,350,320,1,32832.20736399116,3,9c4a553730ae77cb658b33e254b4fbf2a79c09cacbc4e9d829e19dd6d5757a7a,6578.968243,
11,2101100763,11,True,11793.746688,1072.1587898181817,49,539,504,151,40433.73327464413,8,3b33d12eb9f78dcaf7db54fbd6635100e70ec8447595c802d3a044adf3464bbf,11793.746688,
11,2101100764,11,True,9992.16879,908.3789809090908,43,379,349,4,38405.84395762898,9,a991cf1a30ea7927fbeb8ebf0eef52c515ed390e11618b4d81ae7ffce07d908d,6234.277887,
11,2101100765,11,True,10185.130748,925.9209770909091,43,485,454,3,36210.653749970785,8,21a27f283db67b7146d0d460acd0d9f144bf94c5384e9efa6888a22f8820d668,10185.130748,
11,2101100766,11,True,9936.847599,903.3497817272728,46,402,371,49,36769.23795996852,8,ef49d02521dbfbd68e5e18910a49419468e84f11ef9665d6d2a81639ceb5dc2a,9936.847599,
11,2101100767,11,True,9872.455966,897.4959969090909,46,520,490,1,33622.27982899553,10,e7666b4bb8fc8781e1567bbf0f2f56b655cbb4ec4cd66c4914fd2a347c0b1bfe,9779.493759,
11,2101100768,11,True,9408.187244,855.2897494545455,43,404,375,2,34760.93622363561,6,e7a882e95a710e994c4a36f549b7a6386160884de38395d83c6b99e084b1cc3a,9182.906389,
11,2101100769,11,True,10673.258969,970.2962699090909,44,489,458,0,38576.29484050972,3,cc3ae3bc56165a03af03a60007863f2654fd1f8a4e2a9607d58aee8c5b3d4ae6,10673.258969,
11,2101100770,11,True,8780.105467,798.191406090909,43,321,290,0,34150.52734332078,7,bdc79992486e882d05085a4d00cdb0fb2ec2effb53064b15985c666701f63437,3762.295648,
11,2101100771,11,True,9829.605962,893.600542,43,497,468,1,34093.02981919264,8,f2555c04ca8e98e4cdb11bb387775e9e7761779d63949a0cc853afc70ae250c5,9092.766207,
11,2101100772,11,True,10700.352954,972.7593594545455,46,419,386,43,40176.764754836266,3,9f4eccbab833171a58c70a52df09b734ac1444f35fee2a0179e7705a33c3309a,10700.352954,
11,2101100773,11,True,9926.184214,902.3803830909092,43,435,405,0,36455.92106854151,5,fd485534a1f94b3ef042f8157b67fa571d0c8283cdccd01f3402511c231b10a4,9473.327379,
11,2101100774,11,True,9269.226277,842.6569342727272,43,389,359,0,34551.13138173349,6,9d7047295957e4d305e205d22dced7ee8ec85312d00b3e72a8d89ee30f88f782,9269.226277,
11,2101100775,11,True,11618.138783,1056.194434818182,46,520,487,139,40295.694057950226,4,54706ac2bd1648451b8d9b287c9fea5fc9bc5edeb44fe43af94dcff891bf4d25,11618.138783,
11,2101100776,11,True,9626.641131,875.1491937272727,43,386,355,7,36328.205650685704,5,c040582d2fa8933a465e6b14eb7553bbb9cb06586da4719ed2ec5e854a58324e,7518.173529,
11,2101100777,11,True,10700.031315,972.7301195454546,44,507,477,0,38165.156561499774,8,0bd95cfcc1a8ba4966a31c8acea83c98157a4af78379948ec2957ca1c38419dd,10700.031315,
11,2101100778,11,True,8421.533651,765.5939682727272,43,322,291,0,32327.668258076686,1,055eb38967ced2c45f8b9464a925f75ad748736a5f4539e8aed01fc641b4fcb9,5163.401613,
11,2101100779,11,True,9361.154203,851.0140184545454,43,502,472,4,31560.771009453507,8,26d78fa64a2871057e99eaf77175799887366fb361962487f52668b44a8174ba,8643.647031,
11,2101100780,11,True,10842.609925,985.6918113636365,46,460,428,48,39578.04958015483,10,c02ef96bf1b40d5acc1e33c9087a8b5591e535ac5fb4f6ba8df1fa18ea9819dc,10842.609925,
11,2101100781,11,True,9438.087575,858.0079613636364,43,447,417,2,33625.43786724753,4,c1773b2c29418505cb8d26f6038c36e26f39e6c1a44c32f69c7341c4a674d8c6,8944.619047,
11,2101100782,11,True,9017.231778,819.7483434545454,43,374,344,1,33726.15890114965,6,a6bbc879298f430db61d65aa2b1736173dc11d948a8eb797906712b132851e6b,6641.897697,
11,2101100783,11,True,9878.212633,898.0193302727272,43,498,468,0,34326.06316154509,4,1f14c1f6a11c03f24a460aed2df249633951df7307336204a6dcffd95513ef25,9878.212633,
11,2101100784,11,True,12622.62014,1147.510921818182,47,462,429,141,47028.100952705085,10,9980bfcef3c5788de8993f8f962c72838a3557776772b0dab5c210717174fea3,12622.62014,
11,2101100785,11,True,9767.842459,887.985678090909,43,427,397,7,35799.212298562896,6,3df5831fb6ac6546c901274344fed44edb6f9450992592c2de269788d777edf9,8200.190805,
11,2101100786,11,True,8549.740418,777.2491289090908,43,310,281,0,33318.70209284965,4,5c18af84e085a38e92db6424feac4d8968053021755c30b245c82165dfd84967,1545.72321,
11,2101100787,11,True,10390.81494,944.61954,46,463,431,63,37004.0746602683,2,67980a0c0f2265f093d72cd516099e80c4589e44878b3ca9e1c3cba8a4b22626,10390.81494,
11,2101100788,11,True,9414.872811,855.8975282727272,43,389,358,1,35269.36404416391,2,8dd3489beffb0b80bfeb819347a0aae2c7c0873a6f83ce42879d8c1d9f284ed0,9414.872811,
11,2101100789,11,True,9371.196388,851.9269443636364,43,440,410,2,33500.98193969802,3,21a50bc5dc092b31a8b9c1cc95674ff8848a85c6fe333de5ab1da288d3c5f0bf,6862.663687,
11,2101100790,11,True,9938.310666,903.4827878181818,44,370,339,1,38456.55332225625,10,cffe3ea88873a59e19d037defe1191a7aa1c2135ed08b651e944e60c96589cc4,9938.310666,
11,2101100791,11,True,9733.105615,884.8277831818182,43,485,454,3,33950.52806617221,6,f59cbe7021fcfd340a9773e0548ec07225cad5137971d2ff69165ecb3ad5a0e5,9733.105615,
11,2101100792,11,True,9735.251817,885.0228924545455,43,400,369,1,36541.25909055957,10,08b34a13a74b551ec83296f86d078a194eae9aa88cfca8b947d8c065169cb0ff,9735.251817,
11,2101100793,11,True,9437.822417,857.9838560909091,43,471,441,2,32904.11208082716,3,9ed7edb7b12150bcd56622c59b8e203da0d166dba25d58cb892dc7fea9b404bc,8906.584604,
11,2101100794,11,True,8260.770316,750.9791196363636,43,309,278,0,31913.85158198794,5,c4718c5cd92509765b0fbba46a63caa63afc8869db8b1d99e5e5b027cf97a435,1433.552498,
11,2101100795,11,True,11375.669286,1034.1517532727273,46,486,452,156,39853.34631950475,4,472899fec5b8798c6550f5fb7ec924fd68c8b6aed48a8f9fb4df4df3490d95b2,11375.669286,
11,2101100796,11,True,9496.511119,863.3191926363637,43,406,375,0,35182.55559605651,2,ec8b2441cbf165b212d87cce1f0947f72996564c0f6622730f4b54d61cfce16d,9496.511119,
11,2101100797,11,True,9820.145237,892.7404760909092,43,440,409,1,35765.72617801276,3,5a0a7029282c257e2e9b3c5e86079194153ce1aca1e7725599399c2963696219,9820.145237,
11,2101100798,11,True,8575.389153,779.5808320909091,43,309,278,2,33456.945763574615,1,e3c3199cf796266af4e03553a5fdaf77b9328202152f16835457a7fd4d8b435c,1508.513045,
11,2101100799,11,True,12653.258057,1150.296187,49,492,459,241,44781.29067248728,4,aaee9653724ef0953a190dcb819215545fc57a03a1070ec612c5f1f0838c11e3,12653.258057,
11,2101100800,11,True,8774.159237,797.6508397272727,43,357,327,1,33020.796180698904,2,75d71a81431162eeffe70691a9cd3b8885061f55d43e34aad378176525f6c440,4918.169556,
11,2101100801,11,True,11078.81088,1007.1646254545456,46,453,421,119,39904.05436090813,6,c9d156b92f906c0805512b1b9b04493dfed701f164c3b4a3da8a2d89be196f48,8839.756753,
11,2101100802,11,True,8178.9388,743.5398909090909,43,309,278,0,31504.694008713173,2,544deeb918645792ef5d1357194d622b92e1a136847c0d4342ba3170b6378a88,1163.947736,
11,2101100803,11,True,9930.386646,902.7624223636365,47,522,490,8,33756.93322430436,8,e793074a5c122593e1001b99483644383ee51ded78c23073ed7ad57d6fb83a09,9930.386646,
11,2101100804,11,True,9526.219044,866.0199130909091,43,370,339,0,36411.095216950984,1,5c6d21a11cc7916f6fec11272a1bddad7b3b6ff0d8a691f7794c79d8ab9c6cbe,8978.648145,
11,2101100805,11,True,11706.001045,1064.1819131818183,47,527,494,150,40360.00531441119,3,bd9773eb56476dc075687b3ade8159c18e93e15b241bc429bb8fcad4fe71ac59,11706.001045,
11,2101100806,11,True,8652.188198,786.5625634545454,43,311,281,2,33775.94098716385,1,e285c91afddb3a10a52b4e2be7e453a60bfb35b618ec4c7418079f1820b5bb22,1590.039973,
11,2101100807,11,True,9502.726239,863.8842035454545,43,445,414,0,34043.63118607404,1,8867d89f0d160e13ab81746853e641825a989ed8eb7602c65aa5bf086c35571b,7004.781001,
11,2101100808,11,True,9383.084787,853.0077079090909,43,394,364,1,34955.42392921594,2,2aed2de986720686845d1b30e709d8ff7e5ce6652f41b895a23a5c5f81d98b17,6470.170537,
11,2101100809,11,True,9511.13416,864.64856,43,444,413,2,34085.67079841379,3,0c924ee3edf5d3d9e1e8ce76237104c8233210581f1c9250b0c39197e8a06011,8194.129066,
11,2101100810,11,True,9421.848699,856.5316999090909,43,375,344,1,35724.24350099519,5,17af4eab88c9f28a7994d81c141728eab9eb17ec0af6770576c103c190d7856e,9421.848699,
11,2101100811,11,True,12133.589508,1103.0535916363635,49,470,437,121,44642.94757755354,4,0e0f53146e470c850ebc4ff777ad59ad4ee7b9d73cdb8abf3b11a5083e97aa80,12133.589508,
11,2101100812,11,True,9080.144405,825.4676731818181,43,379,349,1,33890.72202103095,2,1343fafa1001a061145e51859755857ee03881744a56191b3d9ee0767064c714,7792.477786,
11,2101100813,11,True,9504.11845,864.0107681818182,43,427,397,2,34555.59224593238,5,11e8f24ba6174d2d90331fd28f93bb56071bcb2e582a88219ba95a327b5d3fb3,7019.546591,
11,2101100814,11,True,11060.941079,1005.540098090909,50,428,393,126,40474.70553817349,9,574d867f5587f1c65b3bda25ab4e3450cf7ac2197b823170b4bb2f03c2e16d94,11060.941079,
11,2101100815,11,True,9261.634339,841.9667580909091,43,434,403,0,33168.17169658872,1,73fcb2bb66e9512f5bd51cfd3e7ce0228700897357bad8be31fc882b8a7103a2,7737.407502,
11,2101100816,11,True,11824.410248,1074.9463861818183,46,411,381,128,44747.05119808807,9,e6b7bf0c0ac86c9cf9b254c61553b8aa2f103420e4ec22d15a4fbd8d45de49fe,11824.410248,
11,2101100817,11,True,10656.462066,968.7692787272728,43,464,435,2,39202.3103320498,5,cf0c3775ba3b48f1e0120b4ffc9efca3457848b0824797276c079a4b2e2edaab,10656.462066,
11,2101100818,11,True,8550.503472,777.3184974545455,43,348,317,4,32132.5173629051,2,96b90ce0bcfdf6ad9037d04a6f7e7046dff3d43ad9f6faa6596bb2afc761edfd,6237.780183,
11,2101100819,11,True,10288.614839,935.3286217272727,43,467,437,1,37293.07420481782,4,ad1d222c99158b06744b58e3024003a2781175abad569b86e9121eda7059c419,10288.614839,
11,2101100820,11,True,10696.825727,972.4387024545454,45,444,415,0,40034.12863485753,9,c8981fce24a890ed7f0e1815fdb9ca575d63b4df2b8b01ca8d3816c105380a97,10696.825727,
11,2101100821,11,True,9457.864997,859.8059088181818,43,435,405,2,34084.32498597711,5,217bc42a5c833cefd1ed78aa545bf0a4be9324ccf334793001283caed09fd6e3,9457.864997,
