N,seed,C,completion,virtual_time_s,time_per_clear_s,path_length_m,macro_steps,error
11,710010241,11,True,3362.028162,305.6389238181818,12915.140800024048,33,
11,710010242,11,True,2277.660686,207.06006236363638,8508.303415718517,23,
11,710010243,11,True,3871.959897,351.9963542727273,15049.79947948286,30,
11,710010244,11,True,3254.323499,295.8475908181818,12406.617484743905,26,
11,710010245,11,True,3497.311823,317.93743845454543,13486.559107951836,30,
11,710010246,11,True,2476.513324,225.13757490909092,9297.566613072813,21,
11,710010247,11,True,3359.389636,305.3990578181818,12956.948181010503,33,
11,710010248,11,True,3450.064486,313.642226,13650.32243216538,25,
11,710010249,11,True,3804.216013,345.83781936363636,14721.080067308534,32,
11,710010250,11,True,2509.434151,228.13037736363637,9702.170758025874,19,
11,710010251,11,True,4116.994315,374.2722104545455,16504.971568831552,31,
11,710010252,11,True,3754.333575,341.30305227272726,14776.667880974506,28,
11,710010253,11,True,3339.030415,303.5482195454546,12790.15207460844,32,
11,710010254,11,True,2569.806911,233.6188100909091,9619.034564410687,20,
11,710010255,11,True,3730.34942,339.1226745454546,14621.747108893596,30,
11,710010256,11,True,2980.625733,270.96597572727273,11408.128666103083,25,
11,710010257,11,True,3452.814704,313.89224581818183,12969.073518651354,30,
11,710010258,11,True,2207.775365,200.70685136363636,8018.876820403129,20,
11,710010259,11,True,3050.070956,277.27917781818184,11435.354794331948,32,
11,710010260,11,True,2963.655803,269.4232548181818,11308.279011268214,27,
11,710010261,11,True,3281.10819,298.2825627272727,12590.540952172307,30,
11,710010262,11,True,2404.452684,218.58660763636362,9177.26342292895,21,
11,710010263,11,True,3514.339232,319.48538472727273,13396.696149206886,29,
11,710010264,11,True,3330.376762,302.7615238181818,12716.883812144722,28,
11,710010265,11,True,3186.197339,289.6543035454545,12060.98669662452,32,
11,710010266,11,True,2130.430286,193.67548054545452,7757.15142143817,19,
11,710010267,11,True,3648.963425,331.72394772727273,13929.817130975363,30,
11,710010268,11,True,2682.644574,243.87677945454544,9568.222862590714,22,
11,710010269,11,True,3305.920334,300.53821218181815,12459.601663911364,33,
11,710010270,11,True,2425.18655,220.47150454545454,9150.932754495807,24,
11,710010271,11,True,3443.31293,313.0284481818182,13061.564639112687,31,
11,710010272,11,True,2843.327093,258.4842811818182,10776.635465071182,21,
11,710010273,11,True,3207.447221,291.586111,11802.236094172138,30,
11,710010274,11,True,2323.631825,211.23925681818181,8748.159125801742,19,
11,710010275,11,True,3733.514591,339.4104173636364,14712.572968958399,30,
11,710010276,11,True,3604.940534,327.7218667272727,13829.702664830409,24,
11,710010277,11,True,3409.813113,309.9830102727273,13004.065568825425,28,
11,710010278,11,True,2462.662458,223.87840527272726,9428.312295096213,20,
11,710010279,11,True,3463.342077,314.8492797272727,13361.710389572896,30,
11,710010280,11,True,3189.596022,289.96327472727273,12172.980096959427,25,
11,710010281,11,True,3192.232166,290.20292418181816,12021.160822025802,31,
11,710010282,11,True,3146.767639,286.06978536363636,12703.838195027487,26,
11,710010283,11,True,3310.055075,300.91409772727275,12470.275380074783,29,
11,710010284,11,True,3318.006187,301.63692609090907,12490.030955205659,24,
11,710010285,11,True,4110.94315,373.72210454545456,16434.71574117373,30,
11,710010286,11,True,2275.356594,206.85059945454543,8446.782976136356,19,
11,710010287,11,True,3561.584813,323.78043754545456,13847.924058896931,32,
11,710010288,11,True,3712.668613,337.51532845454545,14588.343060783538,28,
11,710010289,11,True,3272.719198,297.51992709090905,12443.5959780072,31,
11,710010290,11,True,2777.748278,252.52257072727272,10713.741384682136,21,
11,710010291,11,True,3416.361299,310.5782999090909,13136.806495631736,31,
11,710010292,11,True,3130.163376,284.5603069090909,11830.816885227583,25,
11,710010293,11,True,3372.177812,306.5616192727273,12685.889058947987,30,
11,710010294,11,True,2681.279635,243.75269409090907,10261.39817449165,23,
11,710010295,11,True,3370.998035,306.4543668181818,12744.99018344601,32,
11,710010296,11,True,3737.876246,339.80693145454546,14974.381233460697,23,
11,710010297,11,True,3505.002479,318.636589,13175.012398064031,30,
11,710010298,11,True,2625.088335,238.6443940909091,10150.441672207071,23,
11,710010299,11,True,3430.121512,311.8292283636364,13090.607574362324,32,
11,710010300,11,True,3534.942756,321.3584323636364,13754.713781925388,25,
11,710010301,11,True,3501.461537,318.3146851818182,13597.307684346504,31,
11,710010302,11,True,2510.506012,228.22781927272726,9462.530065852703,19,
11,710010303,11,True,3495.852192,317.8047447272727,13529.26095759774,31,
11,710010304,11,True,2909.221948,264.47472254545454,10886.10975112329,25,
11,710010305,11,True,3508.974384,318.9976712727273,13644.87193471088,33,
11,710010306,11,True,2327.36428,211.5785709090909,8551.821394618735,20,
11,710010307,11,True,3238.235858,294.385078,12271.179293700121,32,
11,710010308,11,True,2737.800778,248.8909798181818,9974.003889033957,25,
11,710010309,11,True,3274.040962,297.64008745454544,12460.204807800183,30,
11,710010310,11,True,2350.083553,213.64395936363636,8850.417755368093,22,
11,710010311,11,True,3305.551371,300.5046700909091,12752.756856788961,31,
11,710010312,11,True,3405.365109,309.57864627272727,13331.82554603022,28,
11,710010313,11,True,3399.316402,309.0287638181818,12801.582018909281,27,
11,710010314,11,True,2780.539735,252.77633954545453,10962.698674348103,22,
11,710010315,11,True,3858.006379,350.72785263636365,15280.031894796806,30,
11,710010316,11,True,3143.319386,285.7563078181818,12016.59693527331,24,
11,710010317,11,True,3203.069653,291.1881502727273,11875.348254297522,31,
11,710010318,11,True,2707.464486,246.13313509090906,10532.322423280908,24,
11,710010319,11,True,3458.436037,314.40327609090906,13112.180190978308,29,
11,710010320,11,True,2713.51013,246.6827390909091,9737.55065026791,22,
11,710010321,11,True,4127.1211,375.1928272727273,16710.60549335576,30,
11,710010322,11,True,2429.025681,220.82051645454547,9235.128401769129,21,
11,710010323,11,True,3444.501113,313.1364648181818,13522.505569898041,30,
11,710010324,11,True,3815.850216,346.89547418181814,15229.251086423645,28,
11,710010325,11,True,3246.552801,295.1411637272727,12367.763997936921,29,
11,710010326,11,True,2375.09824,215.9180218181818,8810.4912045393,24,
11,710010327,11,True,4131.811282,375.6192074545454,16424.056416592848,31,
11,710010328,11,True,3407.328558,309.75714163636366,13256.642798431498,27,
11,710010329,11,True,3578.459912,325.3145374545454,13592.299556640013,32,
11,710010330,11,True,2785.938675,253.26715227272726,10154.693374069644,27,
11,710010331,11,True,3410.856962,310.0779056363636,13009.284819860772,31,
11,710010332,11,True,3209.571238,291.77920345454544,12397.856192226722,27,
11,710010333,11,True,3735.92151,339.6292281818182,14504.607546211286,30,
11,710010334,11,True,2398.927984,218.08436218181816,8899.639918018454,24,
11,710010335,11,True,3569.221212,324.47465563636365,13866.106065515718,30,
11,710010336,11,True,3935.142911,357.74026463636363,15760.714546279129,29,
11,710010337,11,True,3313.123398,301.1930361818182,12740.616984826882,34,
11,710010338,11,True,2320.343652,210.940332,8716.718265297206,20,
11,710010339,11,True,3816.351235,346.94102136363637,15371.756168848684,30,
11,710010340,11,True,2967.665092,269.78773563636366,11138.325470540218,26,
11,710010341,11,True,3216.260509,292.387319,12171.302534170158,31,
11,710010342,11,True,2258.33742,205.3034018181818,8316.687100031104,27,
11,710010343,11,True,3340.394048,303.6721861818182,12761.970246444938,33,
11,710010344,11,True,3210.976093,291.9069175454546,12404.880473514839,23,
11,710010345,11,True,3496.000481,317.81822554545454,13385.002403538552,30,
11,710010346,11,True,2258.141878,205.28562527272726,8375.709383186899,19,
11,710010347,11,True,3385.734176,307.794016,12943.67089742173,31,
11,710010348,11,True,3107.75246,282.5229509090909,11658.762292531857,29,
11,710010349,11,True,3295.847094,299.6224630909091,12204.235474685793,31,
11,710010350,11,True,3037.130691,276.1027900909091,11500.653451611894,22,
11,710010351,11,True,3872.991,352.0900909090909,15384.955008116587,31,
11,710010352,11,True,2810.134879,255.4668071818182,10470.674394672624,26,
11,710010353,11,True,3494.192827,317.65389336363637,13425.9641286209,30,
11,710010354,11,True,2576.52652,234.22968363636363,9722.632591477404,23,
11,710010355,11,True,3312.059034,301.0962758181818,12630.295167145176,33,
11,710010356,11,True,2648.287405,240.75340045454547,9541.437020414169,21,
11,710010357,11,True,3761.676812,341.9706192727273,14883.384051329576,28,
11,710010358,11,True,2251.550829,204.68643899999998,8317.754148810975,19,
11,710010359,11,True,3529.353346,320.85030418181816,13536.76673247373,28,
11,710010360,11,True,3295.565076,299.5968250909091,12842.825384560454,26,
11,710010361,11,True,3298.604016,299.8730923636363,12478.020073451078,30,
11,710010362,11,True,2527.413609,229.76487354545455,9797.068051628748,28,
11,710010363,11,True,3950.681637,359.1528760909091,15588.408193700358,29,
11,710010364,11,True,3421.515354,311.0468503636364,13362.576781783433,24,
11,710010365,11,True,3384.999759,307.7272508181818,13129.998777439621,31,
11,710010366,11,True,2761.03062,251.00278363636363,10540.153108406788,22,
11,710010367,11,True,3195.102191,290.4638355454545,11925.510960386167,30,
11,710010368,11,True,3059.751305,278.15920954545453,11838.75652311737,25,
11,710010369,11,True,3620.462327,329.13293881818186,14037.311636773067,30,
11,710010370,11,True,2323.132771,211.19388827272726,8740.663853410628,23,
11,710010371,11,True,3395.505756,308.68234145454545,12897.528778572512,31,
11,710010372,11,True,3545.538785,322.3217077272727,13742.693924337662,27,
11,710010373,11,True,3350.332352,304.57566836363634,12691.661762406273,33,
11,710010374,11,True,2561.118236,232.82893054545454,9835.591171133081,23,
11,710010375,11,True,3358.0374,305.2761272727273,12815.187005404034,31,
11,710010376,11,True,3062.919685,278.44724409090907,11994.598425546157,24,
11,710010377,11,True,3486.096672,316.9178792727273,13355.483368359182,30,
11,710010378,11,True,2803.696243,254.88147663636363,10928.481218303234,25,
11,710010379,11,True,3473.353806,315.75943690909094,13696.769043004906,34,
11,710010380,11,True,3282.430606,298.40278236363633,12447.15303977532,24,
11,710010381,11,True,3749.778969,340.8889971818182,14903.894860914688,30,
11,710010382,11,True,2434.588772,221.326252,9032.943865534866,19,
11,710010383,11,True,3708.845914,337.16781036363636,14414.229559727102,31,
11,710010384,11,True,3679.150409,334.468219,14215.75204715382,26,
11,710010385,11,True,3195.370079,290.488189,11731.850398467008,34,
11,710010386,11,True,2459.349379,223.5772162727273,9211.746892192612,24,
11,710010387,11,True,3937.669669,357.9699699090909,15538.348358015557,30,
11,710010388,11,True,2970.546942,270.049722,11257.734718177242,25,
11,710010389,11,True,3343.142143,303.922013,12720.710708552946,31,
11,710010390,11,True,2258.291587,205.2992351818182,8341.45794578031,20,
11,710010391,11,True,3369.769309,306.34266445454546,12923.846533958644,32,
11,710010392,11,True,3197.762866,290.7057150909091,11998.814324573023,24,
11,710010393,11,True,3728.4028,338.9457090909091,14507.014013422728,30,
11,710010394,11,True,2346.872161,213.3520146363636,8739.360802914342,26,
11,710010395,11,True,3837.451425,348.8592204545455,15132.257123173345,31,
11,710010396,11,True,3220.388451,292.76258645454544,12296.94225542794,24,
11,710010397,11,True,3428.716253,311.70147754545457,13143.581254580338,34,
11,710010398,11,True,2574.617547,234.0561406363636,9958.087735047377,22,
11,710010399,11,True,4626.650223,420.6045657272727,18918.251102789254,31,
11,710010400,11,True,3353.158109,304.83255536363635,13025.790539272148,25,
11,710010401,11,True,3317.73862,301.6126018181818,12728.69311115107,31,
11,710010402,11,True,2978.165782,270.74234381818184,11540.82892246344,28,
11,710010403,11,True,3450.467187,313.6788351818182,13412.335922242384,34,
11,710010404,11,True,2864.367024,260.3970021818182,10866.83512574538,22,
11,710010405,11,True,3855.853965,350.5321786363636,15434.26982632106,30,
11,710010406,11,True,2495.2552,226.84138181818182,9306.276000383621,21,
11,710010407,11,True,3393.277855,308.479805,12891.389291129626,34,
11,710010408,11,True,3363.912718,305.8102470909091,13204.56357842016,27,
11,710010409,11,True,3358.673838,305.33398527272726,12818.369185702248,33,
11,710010410,11,True,2777.757674,252.5234249090909,10728.788371864863,21,
11,710010411,11,True,3697.46729,336.13339,14687.336449462815,30,
11,710010412,11,True,2886.043191,262.36756281818185,10885.215964914769,25,
11,710010413,11,True,3516.594836,319.69043963636364,13617.974181963391,30,
11,710010414,11,True,2741.531195,249.23010863636364,9757.65597123159,24,
11,710010415,11,True,3193.773682,290.343062,11913.868392965642,34,
11,710010416,11,True,3257.724415,296.156765,12483.62207319579,22,
11,710010417,11,True,3707.974891,337.0886264545454,14799.874450886613,30,
11,710010418,11,True,2380.377349,216.3979408181818,9031.886746026335,20,
11,710010419,11,True,3400.222197,309.11110881818183,13061.110986717027,31,
11,710010420,11,True,3625.128747,329.55715881818185,13940.643730797152,28,
11,710010421,11,True,3334.466397,303.13330881818183,12817.331979227485,33,
11,710010422,11,True,2437.972945,221.63390409090908,9214.864715974632,22,
11,710010423,11,True,3665.083232,333.18938472727274,14095.416156305002,31,
11,710010424,11,True,3093.715652,281.2468774545454,11908.57826137088,25,
11,710010425,11,True,3739.976029,339.9978208181818,14579.880148458362,28,
11,710010426,11,True,2530.90844,230.08258545454547,9389.542200099208,20,
11,710010427,11,True,3256.31067,296.0282427272727,12216.553344171018,31,
11,710010428,11,True,2728.973208,248.08847345454544,10074.866051406403,25,
11,710010429,11,True,3322.545012,302.0495465454546,12557.725055969246,30,
11,710010430,11,True,2509.330406,228.120946,9531.652026693755,19,
11,710010431,11,True,3696.502463,336.04567845454545,14702.51233645382,32,
11,710010432,11,True,3212.315586,292.02868963636365,12096.577943045975,28,
11,710010433,11,True,3409.168978,309.9244525454546,13045.844894866623,31,
11,710010434,11,True,2626.963068,238.81482436363638,10084.815338862943,21,
11,710010435,11,True,3361.143679,305.5585162727273,12550.718386382196,31,
11,710010436,11,True,2804.173392,254.92485381818184,10255.866964067782,22,
11,710010437,11,True,3570.495658,324.5905143636364,13772.478302535625,32,
11,710010438,11,True,2305.302146,209.57292236363637,8651.510739485298,25,
11,710010439,11,True,3279.75904,298.15991272727274,12673.795200249499,33,
11,710010440,11,True,3402.743386,309.3403078181818,13168.71692246842,23,
11,710010441,11,True,3091.436298,281.03966345454546,11677.181490714733,30,
11,710010442,11,True,2212.266316,201.11511963636366,8226.331579619722,19,
11,710010443,11,True,3419.023242,310.82029472727277,12995.116216014532,30,
11,710010444,11,True,3164.544035,287.68582136363636,12092.720187287694,25,
11,710010445,11,True,3347.394224,304.3085658181818,12841.971101284635,33,
11,710010446,11,True,2489.028544,226.27532218181815,9555.142731512975,26,
11,710010447,11,True,3718.52469,338.04769909090913,14517.623453648735,30,
11,710010448,11,True,2986.740104,271.52182763636364,11098.70051800341,22,
11,710010449,11,True,3915.72847,355.97531545454547,15703.642345583912,31,
11,710010450,11,True,2455.210773,223.20097936363635,9296.053863623132,22,
11,710010451,11,True,3508.315884,318.93780763636363,13636.57942462052,28,
11,710010452,11,True,3506.201824,318.74562036363636,13571.009116068512,24,
11,710010453,11,True,3873.959456,352.1781323636364,15249.797278965367,30,
11,710010454,11,True,2253.706108,204.88237345454544,8323.530534088855,24,
11,710010455,11,True,3222.028251,292.9116591818182,12210.141259524522,31,
11,710010456,11,True,3576.382539,325.12568536363636,13886.912689271192,27,
11,710010457,11,True,3375.734753,306.88497754545455,12858.67377326246,29,
11,710010458,11,True,2339.69945,212.69995,8663.497245934857,26,
11,710010459,11,True,3504.520318,318.5927561818182,13422.601599220285,31,
11,710010460,11,True,3072.770003,279.3427275454546,11808.850018099665,21,
11,710010461,11,True,3600.268832,327.29716654545456,13746.344162048785,32,
11,710010462,11,True,2273.864082,206.71491654545454,8469.320415023345,20,
11,710010463,11,True,3360.358045,305.487095,12961.790211656442,35,
11,710010464,11,True,3509.480455,319.0436777272727,13492.402278923675,23,
11,710010465,11,True,3409.300172,309.93637927272727,13266.500862557943,31,
11,710010466,11,True,2510.717924,228.247084,9453.589626475237,19,
11,710010467,11,True,3597.432747,327.03934063636365,13907.163723632844,31,
11,710010468,11,True,3302.049888,300.18635345454544,12615.249443229299,26,
11,710010469,11,True,3238.773804,294.4339821818182,12153.869029553958,33,
11,710010470,11,True,2295.912485,208.7193168181818,8659.562419362923,22,
11,710010471,11,True,3571.854131,324.7140119090909,14029.270655342289,30,
11,710010472,11,True,2986.230228,271.47547527272724,11301.151150773563,22,
11,710010473,11,True,3362.256379,305.65967081818184,12716.281900227545,33,
11,710010474,11,True,2607.536114,237.04873763636363,10042.680574299413,28,
11,710010475,11,True,3384.07208,307.64291636363635,13195.360394075897,31,
11,710010476,11,True,2823.790905,256.7082640909091,10473.954530119507,24,
11,710010477,11,True,4033.441534,366.6765030909091,16247.20767916614,31,
11,710010478,11,True,2716.069031,246.91536645454545,10600.345160168132,24,
11,710010479,11,True,3410.147737,310.01343063636364,13005.73869711263,34,
11,710010480,11,True,3732.999671,339.36360645454545,14689.998341608081,25,
11,710010481,11,True,3278.598292,298.0543901818182,12182.991462687203,33,
11,710010482,11,True,2543.876106,231.26146418181818,9699.380529474305,27,
11,710010483,11,True,3730.520887,339.13826245454544,14657.604444399885,30,
11,710010484,11,True,3090.340847,280.940077,11786.70423397497,25,
11,710010485,11,True,3251.64243,295.6038572727273,12358.212142027467,32,
11,710010486,11,True,2848.107114,258.9188285454545,11130.53556972033,26,
11,710010487,11,True,3330.528186,302.77528963636365,12867.640939725468,32,
11,710010488,11,True,3133.505555,284.8641413636364,11962.527775093558,24,
11,710010489,11,True,3605.760542,327.7964129090909,13968.802703668372,30,
11,710010490,11,True,2438.064844,221.64225854545455,9260.324210721305,23,
11,710010491,11,True,3293.035732,299.3668847272727,12410.178659770138,30,
11,710010492,11,True,3023.929647,274.90269518181816,11444.648236011939,24,
11,710010493,11,True,3193.020772,290.27461563636365,11915.1038599551,28,
11,710010494,11,True,2532.920264,230.26547854545453,9624.601311351973,22,
11,710010495,11,True,3699.875653,336.3523320909091,14284.378272009451,31,
11,710010496,11,True,3213.829732,292.16633927272727,12429.148671866942,23,
11,710010497,11,True,3510.901513,319.1728648181818,13589.507567828978,32,
11,710010498,11,True,2273.151347,206.65012245454545,8445.756730483836,22,
11,710010499,11,True,3607.775539,327.97959445454546,13898.87768417432,32,
11,710010500,11,True,3408.387416,309.85340145454546,13126.93707821411,25,
11,710010501,11,True,3682.324977,334.7568160909091,14186.624880571484,30,
11,710010502,11,True,2480.78099,225.52554454545455,9458.904959125091,20,
11,710010503,11,True,3467.25372,315.20488363636366,13576.26860047461,31,
11,710010504,11,True,3527.449476,320.6772250909091,13702.247372673299,29,
11,710010505,11,True,3384.695806,307.69961872727276,13258.479034017622,31,
11,710010506,11,True,2228.337097,202.57609972727275,8196.685476097373,20,
11,710010507,11,True,3613.496957,328.49972336363635,13932.484791780222,30,
11,710010508,11,True,2954.067095,268.55155409090906,11305.3354633339,23,
11,710010509,11,True,3204.246661,291.29515100000003,12211.233315755717,29,
11,710010510,11,True,2308.625423,209.87503845454546,8578.127116394357,23,
11,710010511,11,True,3309.139594,300.8308721818182,12595.697975156889,29,
11,710010512,11,True,3355.337609,305.03069172727277,13236.688060140239,24,
11,710010513,11,True,3700.517641,336.41069463636364,14637.588208177696,31,
11,710010514,11,True,2395.235956,217.74872327272726,9061.179783925005,19,
11,710010515,11,True,3543.205471,322.1095882727273,13741.027351715402,33,
11,710010516,11,True,3199.997055,290.90882318181815,12284.985270160876,24,
11,710010517,11,True,3479.740433,316.3400393636364,13673.702173440726,30,
11,710010518,11,True,2435.576757,221.4160688181818,9307.883789423222,21,
11,710010519,11,True,4251.829902,386.5299910909091,17244.149509636096,30,
11,710010520,11,True,3083.960935,280.360085,11539.804665852591,23,
11,710010521,11,True,3777.637361,343.4215782727273,14998.18681555226,31,
11,710010522,11,True,2465.647201,224.14974554545458,9143.236006397596,19,
11,710010523,11,True,3454.475359,314.0432144545455,13392.376796226356,34,
11,710010524,11,True,3121.983958,283.8167234545454,11714.91978521433,24,
11,710010525,11,True,4131.304115,375.57310136363634,16491.52057261561,30,
11,710010526,11,True,2342.928267,212.99347881818179,8869.641327488267,21,
11,710010527,11,True,3423.912134,311.26473945454546,13219.560687557623,31,
11,710010528,11,True,3707.815571,337.0741428181818,14679.07785205788,28,
11,710010529,11,True,3548.07693,322.5524481818182,13275.384656916676,34,
11,710010530,11,True,2303.337409,209.39430990909094,8496.687045847653,21,
11,710010531,11,True,4179.927042,379.9933674545455,16769.635214373135,29,
11,710010532,11,True,3520.282065,320.0256422727273,13721.41031202428,24,
11,710010533,11,True,3637.763881,330.7058073636363,14448.819415599413,31,
11,710010534,11,True,2619.907278,238.17338890909093,9769.536387368844,23,
11,710010535,11,True,3497.978202,317.99801836363633,13709.89100944368,31,
11,710010536,11,True,3730.85331,339.1684827272727,14869.266553776562,28,
11,710010537,11,True,3362.259196,305.6599269090909,12706.295987074594,30,
11,710010538,11,True,2528.519337,229.8653942727273,9597.596677840625,20,
11,710010539,11,True,3685.512771,335.0466155454546,14337.563851207058,31,
11,710010540,11,True,2914.125141,264.92046736363636,11105.62570717161,25,
11,710010541,11,True,3236.70297,294.24572454545455,12548.514851071935,33,
11,710010542,11,True,2324.059878,211.27817072727274,8710.29938580869,19,
11,710010543,11,True,3426.983637,311.543967,13224.918180817842,31,
11,710010544,11,True,3197.674558,290.6976870909091,12488.37278621261,24,
11,710010545,11,True,3756.689791,341.5172537272727,14688.448961349322,32,
11,710010546,11,True,2541.002509,231.00022809090908,9550.012552198163,21,
11,710010547,11,True,3427.160557,311.56005063636366,13020.802789956844,33,
11,710010548,11,True,3653.806939,332.16426718181816,14389.034694892902,21,
11,710010549,11,True,3890.79509,353.70864454545455,15038.975439819422,30,
11,710010550,11,True,2294.010073,208.54637027272727,8630.050354807308,20,
11,710010551,11,True,3305.533625,300.50305681818185,12322.668127938146,32,
11,710010552,11,True,3775.186005,343.19872772727274,14885.930030425283,28,
11,710010553,11,True,3364.224992,305.8386356363636,12996.124959065095,30,
11,710010554,11,True,2349.443706,213.58579145454544,8677.218528585123,21,
11,710010555,11,True,3824.491126,347.68101145454546,15182.455634180169,29,
11,710010556,11,True,3076.483833,279.6803484545454,12047.419162205013,24,
11,710010557,11,True,3449.250089,313.5681899090909,13041.250431735423,33,
11,710010558,11,True,2809.565204,255.41501854545456,10827.826027595394,27,
11,710010559,11,True,3343.060855,303.9146231818182,12965.304269434231,34,
11,710010560,11,True,3543.171496,322.10649963636365,13955.857473351436,28,
11,710010561,11,True,3366.634644,306.0576949090909,13153.17322606515,30,
11,710010562,11,True,2230.446365,202.76785136363634,8312.231827571433,19,
11,710010563,11,True,3433.851295,312.16829954545454,13434.256479842317,31,
11,710010564,11,True,3585.433867,325.9485333636364,14257.169328175907,28,
11,710010565,11,True,3397.342076,308.84927963636363,13236.710385194772,33,
11,710010566,11,True,2292.984439,208.4531308181818,8409.92220680267,20,
11,710010567,11,True,3700.500996,336.4091814545455,14232.504977261027,31,
11,710010568,11,True,3156.787105,286.9806459090909,11993.935522744707,22,
11,710010569,11,True,3163.227323,287.5661202727273,11491.136613996994,33,
11,710010570,11,True,2276.059007,206.91445518181817,8525.29502414453,20,
11,710010571,11,True,3290.785924,299.1623567272727,12358.929615020275,33,
11,710010572,11,True,3162.118729,287.465339,12300.593639883054,24,
11,710010573,11,True,3636.870646,330.62460418181814,14384.353240315375,30,
11,710010574,11,True,2383.63441,216.6940372727273,8913.172043354461,22,
11,710010575,11,True,3743.726276,340.33875236363633,15108.63138327264,30,
11,710010576,11,True,3279.443102,298.1311910909091,12807.215506287674,26,
11,710010577,11,True,3345.525395,304.13867227272726,12612.626977427914,33,
11,710010578,11,True,2338.564856,212.5968050909091,8857.82427980501,22,
11,710010579,11,True,3821.499954,347.4090867272727,15332.49976146201,30,
11,710010580,11,True,2989.224423,271.74767481818185,11251.122102137571,23,
11,710010581,11,True,3379.950076,307.26818872727273,12819.750379145593,30,
11,710010582,11,True,2427.004499,220.63677263636365,9110.022492456344,22,
11,710010583,11,True,3175.893868,288.7176243636364,12039.469335442149,35,
11,710010584,11,True,3198.135116,290.739556,12160.675580242218,27,
11,710010585,11,True,3465.976822,315.088802,13109.884110212895,30,
11,710010586,11,True,2390.645609,217.331419,9023.228047173287,19,
11,710010587,11,True,3023.097044,274.827004,11445.485225192826,31,
11,710010588,11,True,3231.452957,293.76845063636364,12372.264783411054,26,
11,710010589,11,True,3117.025868,283.365988,11460.129332748786,35,
11,710010590,11,True,2881.417474,261.94704309090906,11402.087375962506,26,
11,710010591,11,True,3425.346398,311.3951270909091,13196.731995225107,28,
11,710010592,11,True,3038.538331,276.23075736363637,11477.691646243044,26,
11,710010593,11,True,3272.910559,297.5373235454545,12239.552803246,31,
11,710010594,11,True,2486.210263,226.0191148181818,9451.051319798047,24,
11,710010595,11,True,3447.59153,313.41741181818185,13362.957653473166,33,
11,710010596,11,True,3187.094894,289.73589945454546,12120.474478544416,22,
11,710010597,11,True,3489.592427,317.2356751818182,13607.962141983444,31,
11,710010598,11,True,2514.861322,228.62375654545457,9614.306610886142,22,
11,710010599,11,True,3310.765372,300.9786701818182,12673.826864093222,32,
11,710010600,11,True,3295.24549,299.5677718181818,12676.227443142243,27,
11,710010601,11,True,3317.356118,301.5778289090909,12606.78058028471,33,
11,710010602,11,True,2595.916629,235.9924208181818,9884.583151279867,24,
11,710010603,11,True,3520.542893,320.0493539090909,13867.71446802357,30,
11,710010604,11,True,2904.212728,264.0193389090909,10961.063637182662,24,
11,710010605,11,True,3591.928575,326.53896136363636,13874.642857577057,29,
11,710010606,11,True,2356.632435,214.23931227272726,8758.162169145085,21,
11,710010607,11,True,3348.071649,304.3701499090909,12680.358257969625,30,
11,710010608,11,True,2893.331671,263.0301519090909,10751.658354129819,26,
11,710010609,11,True,3463.115637,314.82869427272726,13605.578190233187,30,
11,710010610,11,True,2608.408069,237.12800627272728,10142.040346644071,19,
11,710010611,11,True,3169.891254,288.1719321818182,12114.456269779666,29,
11,710010612,11,True,4061.919905,369.26544590909094,16339.599541777287,29,
11,710010613,11,True,3418.631553,310.78468663636363,13058.157758395304,30,
11,710010614,11,True,3022.228725,274.7480659090909,11866.143629762173,21,
11,710010615,11,True,3825.609901,347.78271827272727,15108.04949164141,31,
11,710010616,11,True,2883.638538,262.148958,10618.192682831064,24,
11,710010617,11,True,3401.859223,309.25992936363633,13154.296124375904,31,
11,710010618,11,True,2746.301317,249.6637560909091,10686.506584513427,26,
11,710010619,11,True,3526.458687,320.58715336363633,13472.293440359212,32,
11,710010620,11,True,3415.748016,310.5225469090909,13193.740088018818,26,
11,710010621,11,True,3916.737902,356.06708199999997,15603.689503126445,30,
11,710010622,11,True,2184.141924,198.55835672727272,8035.70962384968,19,
11,710010623,11,True,3592.148425,326.5589477272727,13905.742129216293,30,
11,710010624,11,True,3406.885917,309.71690154545456,13069.429586645852,26,
11,710010625,11,True,3182.633062,289.33027836363635,12028.165311430674,31,
11,710010626,11,True,2585.251495,235.02286318181817,10026.257468411442,22,
11,710010627,11,True,3522.435172,320.2213792727273,13467.175849646506,30,
11,710010628,11,True,3348.804776,304.4367978181818,13104.02388811849,26,
11,710010629,11,True,3413.389557,310.30814154545453,13296.947771843406,30,
11,710010630,11,True,2971.160852,270.105532,11540.804275071485,28,
11,710010631,11,True,3569.351157,324.48646881818183,13706.755782754972,34,
11,710010632,11,True,3020.111993,274.5556357272727,11640.559966146455,26,
11,710010633,11,True,4294.182834,390.38025763636364,17340.914180400607,32,
11,710010634,11,True,2452.34464,222.9404218181818,9261.723199712578,20,
11,710010635,11,True,3815.326487,346.84786245454546,15181.63243076161,32,
11,710010636,11,True,3234.960854,294.08735036363635,12274.804276978979,25,
11,710010637,11,True,3550.679197,322.7890179090909,13768.395994289582,34,
11,710010638,11,True,2247.927399,204.3570362727273,8199.636996952151,26,
11,710010639,11,True,3696.358832,336.03262109090906,14331.794161345222,30,
11,710010640,11,True,3132.997598,284.81796345454546,11794.987986787874,21,
11,710010641,11,True,3217.126746,292.4660678181818,12330.63372853428,31,
