source_path,suggested_target,handling,source_sha256,bytes,note
paper/history/runs/q34_structural_20260912/readable/q3/ddp_train_v2/config.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q3/ddp_train_v2/config.json,原样归档,aa495ae51aec6a70c1525c29c87a1c6de738169990091dec27cb0f7e59115eb3,580,
paper/history/runs/q34_structural_20260912/readable/q3/ddp_train_v2/seed_manifest.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q3/ddp_train_v2/seed_manifest.json,原样归档,82a65569395dd26358d2148e2e32665fdcee3bd1ecf19c2c072136ed4928974d,287,
paper/history/runs/q34_structural_20260912/readable/q3/ddp_train_v2/status.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q3/ddp_train_v2/status.json,原样归档,8841da936410d5313bdcd9355f93f390b4abda9aea95598f87794cdb2f6a24b3,121,
paper/history/runs/q34_structural_20260912/readable/q3/ddp_train_v2/test_selection.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q3/ddp_train_v2/test_selection.json,原样归档,368bce7d4842c5612285e856ca24fe87e504ef2c43003c6cb9b6cddb72296458,108,
paper/history/runs/q34_structural_20260912/readable/q4/continue_8card_30min/config.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/continue_8card_30min/config.json,原样归档,4ea78f225aa07b0b5832e7d1b52660c2f64fb62fef724ddb97ef5a8a5e2010bd,596,
paper/history/runs/q34_structural_20260912/readable/q4/continue_8card_30min/seed_manifest.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/continue_8card_30min/seed_manifest.json,原样归档,9ed5b7018767417fe85a11497d3b81b40af5abb908ba20a0dd3419b4638c01d0,172,
paper/history/runs/q34_structural_20260912/readable/q4/continue_8card_30min/status.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/continue_8card_30min/status.json,原样归档,c88f362ab34eea09d0bc28aa3523acd65f3a9ac4e566738f7fe30b6077f650bd,229,
paper/history/runs/q34_structural_20260912/readable/q4/continue_8card_30min/test_selection.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/continue_8card_30min/test_selection.json,原样归档,91ae287d5ed5f8862ec22dce04310eb19cb1ddc73af1573651c521a9a1085f2e,201,
paper/history/runs/q34_structural_20260912/readable/q4/continue_budget_smoke/config.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/continue_budget_smoke/config.json,原样归档,663c63d675e298b1dc96f6d741793e0e8551f2e25914c74445e89d8fb0ae736d,591,
paper/history/runs/q34_structural_20260912/readable/q4/continue_budget_smoke/seed_manifest.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/continue_budget_smoke/seed_manifest.json,原样归档,1059c1564b3ed4d985b7bac872579d3530918918947b7a899a0b4a7210825cab,172,
paper/history/runs/q34_structural_20260912/readable/q4/continue_budget_smoke/status.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/continue_budget_smoke/status.json,原样归档,5032c5d7a10bb1d546ab6cead86f24930cc30979fbed9ffc9bb9d43308b47f31,228,
paper/history/runs/q34_structural_20260912/readable/q4/continue_budget_smoke/test_selection.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/continue_budget_smoke/test_selection.json,原样归档,dd9a33338c67e05e7c482cc3e3dba937d1c9448766a0f7da24d90b84012e4ba0,202,
paper/history/runs/q34_structural_20260912/readable/q4/ddp_structural_smoke/config.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/ddp_structural_smoke/config.json,原样归档,8c1a73b0439033e0f851af2d1cdc67cd33f8ea49c62caec8f245cc5b2a41bc03,587,
paper/history/runs/q34_structural_20260912/readable/q4/ddp_structural_smoke/seed_manifest.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/ddp_structural_smoke/seed_manifest.json,原样归档,28a8a218740690a225ec1ef78e6564065365888a57ee05b1d4184bc01d0ec223,287,
paper/history/runs/q34_structural_20260912/readable/q4/ddp_structural_smoke/status.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/ddp_structural_smoke/status.json,原样归档,ddf4c82e98f61c6576dd37b8568b5b04871876a7da139ee0cf5cfc3443c788ee,108,
paper/history/runs/q34_structural_20260912/readable/q4/ddp_structural_smoke_v2/config.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/ddp_structural_smoke_v2/config.json,原样归档,1b9b2afeecef15a11df9e42e4b96d816130ae6deecb12e0027a568e16f89bdae,591,
paper/history/runs/q34_structural_20260912/readable/q4/ddp_structural_smoke_v2/seed_manifest.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/ddp_structural_smoke_v2/seed_manifest.json,原样归档,28a8a218740690a225ec1ef78e6564065365888a57ee05b1d4184bc01d0ec223,287,
paper/history/runs/q34_structural_20260912/readable/q4/ddp_structural_smoke_v2/status.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/ddp_structural_smoke_v2/status.json,原样归档,0c7d66b6a601db89a8dd87c586c06d1fa14eeafe94b38012d1cd15c4d926b7f7,299,
paper/history/runs/q34_structural_20260912/readable/q4/ddp_train/config.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/ddp_train/config.json,原样归档,6d0706f5379d1cf307b9532aac05b84777c7f093febbb6238cdf34a0fdfd73f3,577,
paper/history/runs/q34_structural_20260912/readable/q4/ddp_train/seed_manifest.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/ddp_train/seed_manifest.json,原样归档,034f69d281b7795422bd278c25cc23b3d68be3b6164b08b8901785c741b2650e,287,
paper/history/runs/q34_structural_20260912/readable/q4/ddp_train/status.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/ddp_train/status.json,原样归档,9957275adfc67c629538ee9cf7a7a2ed76223f8cfc90052eb326d367bb470c2e,107,
paper/history/runs/q34_structural_20260912/readable/q4/ddp_train_v2/config.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/ddp_train_v2/config.json,原样归档,926843a12aceb0fbdad91f802b74261f92d821c9b7fcb64304a00341a1bc8fef,580,
paper/history/runs/q34_structural_20260912/readable/q4/ddp_train_v2/seed_manifest.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/ddp_train_v2/seed_manifest.json,原样归档,720ace54d1bcda6bbda7538ddcb474ac18f09c1734a1c7ecffc645887f1bb9e4,287,
paper/history/runs/q34_structural_20260912/readable/q4/ddp_train_v2/status.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/ddp_train_v2/status.json,原样归档,bf4c62777360389d42d19e08f0118a21eb007cce19d349f5754e2fa6c5a6c232,300,
paper/history/runs/q34_structural_20260912/readable/q4/ddp_train_v3/config.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/ddp_train_v3/config.json,原样归档,01f4f4af1fc8873dd6e711c90a0145ff9d6aefe28ebae40e92f99e8337855424,580,
paper/history/runs/q34_structural_20260912/readable/q4/ddp_train_v3/seed_manifest.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/ddp_train_v3/seed_manifest.json,原样归档,720ace54d1bcda6bbda7538ddcb474ac18f09c1734a1c7ecffc645887f1bb9e4,287,
paper/history/runs/q34_structural_20260912/readable/q4/ddp_train_v3/status.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/ddp_train_v3/status.json,原样归档,aaee525a084c16b1fcaedde1b477c14fbdeffaaa7f38dd657c8e22609254c832,108,
paper/history/runs/q34_structural_20260912/readable/q4/optimized_smoke/config.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/optimized_smoke/config.json,原样归档,e9de367be0d5aeaf43af6fe9d6b8d328b985f1a773913ac42cb713116059181f,584,
paper/history/runs/q34_structural_20260912/readable/q4/optimized_smoke/seed_manifest.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/optimized_smoke/seed_manifest.json,原样归档,00804e5088f7c3da78ce9920cbbdf28b2d7a5673a92e44702b491da9d8c06901,287,
paper/history/runs/q34_structural_20260912/readable/q4/optimized_smoke/status.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/optimized_smoke/status.json,原样归档,f2310872f214596cbb8d239d6b17bad349a5acce4e1fd2e87cf6ba45d69a21cf,298,
paper/history/runs/q34_structural_20260912/readable/q4/structural_8card_30min/config.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/structural_8card_30min/config.json,原样归档,1e503fde67854e9228eee0e39d64b9a75bb75717472f586528866ea095f6fc68,605,
paper/history/runs/q34_structural_20260912/readable/q4/structural_8card_30min/seed_manifest.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/structural_8card_30min/seed_manifest.json,原样归档,193849378688ddc30961fd5d2ab28c3933e24b2812a6236c005a0c6c25a6dbb3,295,
paper/history/runs/q34_structural_20260912/readable/q4/structural_8card_30min/status.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/structural_8card_30min/status.json,原样归档,bf1315b31b9b0baf681d73316f0ac4300bd57e4d68c97faf7b445b64b727b95c,302,
paper/history/runs/q34_structural_20260912/readable/q4/structural_8card_long/config.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/structural_8card_long/config.json,原样归档,6c4bb75c55de994b1432d27b6e21f1d03b1648b7f7c2ecb05009ac17c7e9ddee,598,
paper/history/runs/q34_structural_20260912/readable/q4/structural_8card_long/seed_manifest.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/structural_8card_long/seed_manifest.json,原样归档,717869bf9b30cc66b4be58b12a6ca2dd4b6512097c75d5dcac297ac3abac5512,289,
paper/history/runs/q34_structural_20260912/readable/q4/structural_8card_long/status.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/structural_8card_long/status.json,原样归档,716f1dc9816b0dd4f0993da3202e1f42ce2b768b0b8d6486ee49306779989a30,115,
paper/history/runs/q34_structural_20260912/readable/q4/structural_8card_restart/config.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/structural_8card_restart/config.json,原样归档,d4b89d35ee36542598f78792539e93637f3110768bdfc296849151f8b0f90cbb,601,
paper/history/runs/q34_structural_20260912/readable/q4/structural_8card_restart/seed_manifest.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/structural_8card_restart/seed_manifest.json,原样归档,6b2162ccab13a7fc5b66d0c5a30e89c88dd7dca3d2cb5ddfe8488ed01df36182,289,
paper/history/runs/q34_structural_20260912/readable/q4/structural_8card_restart/status.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/structural_8card_restart/status.json,原样归档,231ff1fe89952f2ac37c98e8718e8d895d50e5e84f2d7509fcf1901d44d1e738,121,
paper/history/runs/q34_structural_20260912/readable/q4/structural_8card_restart/test_selection.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/structural_8card_restart/test_selection.json,原样归档,d02dfafabd5d998a116799b05afc65b1cadaeda2b78baab372f2669fcf0be55a,118,
paper/history/runs/q34_structural_20260912/readable/q4/structural_train_short/config.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/structural_train_short/config.json,原样归档,abfd8b6392c5423513a492be291e7c36d0b31748d7e825ec3128f95d205d1260,590,
paper/history/runs/q34_structural_20260912/readable/q4/structural_train_short/seed_manifest.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/structural_train_short/seed_manifest.json,原样归档,ffa087e82dc94f85804ead4dd34d42ca9118b24f95b01d87017eb12e44f64591,288,
paper/history/runs/q34_structural_20260912/readable/q4/structural_train_short/status.json,results/history/experiment_result-8ef9ef8/runs/q34_structural_20260912/readable/q4/structural_train_short/status.json,原样归档,3d8057d207d6a9bf7cb0f3ab2c516ffad3e17b734fe263b8ef71add3210cb508,301,
paper/history/runs/q3_3000_test_20260911/archive_manifest.json,results/history/experiment_result-8ef9ef8/runs/q3_3000_test_20260911/archive_manifest.json,原样归档,e3ad33b8596324778ffc8fb52129aa2d3227cf9996eacd0249cdf190bc9da75b,1134,
paper/history/runs/q3_3000_test_20260911/data.tar.gz.part000,results/history/experiment_result-8ef9ef8/runs/q3_3000_test_20260911/data.tar.gz.part000,原样归档,bc60480625a2f8baa2465a4d5cc32c772e0002b9ccf1f9d340502b0473c0e763,164976,
paper/history/runs/q3_3000_test_20260911/readable/README.md,results/history/experiment_result-8ef9ef8/runs/q3_3000_test_20260911/readable/README.md,原样归档,3f17ce826170a707120c097ba16e4803eea697075a189ce4201f5985b82efa03,998,
paper/history/runs/q3_3000_test_20260911/readable/per_source_time_distribution.png,results/history/experiment_result-8ef9ef8/runs/q3_3000_test_20260911/readable/per_source_time_distribution.png,原样归档,8e50728730ba82a2eaaf23f9bee786f182fa4595bbfbb38c31ac8a4d8ab53258,66102,
paper/history/runs/q3_3000_test_20260911/readable/summary.json,results/history/experiment_result-8ef9ef8/runs/q3_3000_test_20260911/readable/summary.json,原样归档,e715c300d0ccac3bcf504c8d015b4a2a3a8448469bdfd6329da6abe6df71f00f,871,
paper/history/runs/q3_best_finetune_20260913/archive_manifest.json,results/history/experiment_result-8ef9ef8/runs/q3_best_finetune_20260913/archive_manifest.json,原样归档,0ee76cd32d9117f1e40839caaee7f89522ddb2dfcbcb37f18d14ecfd4a54522c,770,
paper/history/runs/q3_best_finetune_20260913/data.tar.gz.part000,results/history/experiment_result-8ef9ef8/runs/q3_best_finetune_20260913/data.tar.gz.part000,原样归档,09d67296e404e2e060cb57a0257bfbe91af9b6601d0406d5d462cf4743afb212,3137,
paper/history/runs/q3_current_best_eval_20260912/archive_manifest.json,results/history/experiment_result-8ef9ef8/runs/q3_current_best_eval_20260912/archive_manifest.json,原样归档,a113ec0f91a92f63a380f73cd96c48b017d7dad2ecd6930370c7d92e94db6bcb,2055,
paper/history/runs/q3_current_best_eval_20260912/data.tar.gz.part000,results/history/experiment_result-8ef9ef8/runs/q3_current_best_eval_20260912/data.tar.gz.part000,原样归档,677f123ba5d0d342334560c462ac01651018353e5bfeb6db1b2b6100ecdf0565,329566,
paper/history/runs/q3_current_best_eval_20260912/readable/comparison_summary.json,results/history/experiment_result-8ef9ef8/runs/q3_current_best_eval_20260912/readable/comparison_summary.json,原样归档,372b38968a0e587597b1b644e09e418ffba2db6718eb79328cdaa4731e8e1748,1030,
paper/history/runs/q3_current_best_eval_20260912/readable/current_best_eval/per_source_time_distribution.png,results/history/experiment_result-8ef9ef8/runs/q3_current_best_eval_20260912/readable/current_best_eval/per_source_time_distribution.png,原样归档,2f875c0c6ae11e23b93abaf650cfcf1a0ce7a24ba6f96260848f25c5f2f74419,66020,
paper/history/runs/q3_current_best_eval_20260912/readable/current_best_eval/summary.json,results/history/experiment_result-8ef9ef8/runs/q3_current_best_eval_20260912/readable/current_best_eval/summary.json,原样归档,8401cc7b075adae06b47a14d9ecdb1bb17832c28539670229529bac3f9917acf,889,
paper/history/runs/q3_current_best_eval_20260912/readable/previous_candidate_eval/per_source_time_distribution.png,results/history/experiment_result-8ef9ef8/runs/q3_current_best_eval_20260912/readable/previous_candidate_eval/per_source_time_distribution.png,原样归档,aef5a598a17eb92016e7e0d0a95033ff921d1887ca2d9e79a5ac8a36ce9a2195,65879,
paper/history/runs/q3_current_best_eval_20260912/readable/previous_candidate_eval/summary.json,results/history/experiment_result-8ef9ef8/runs/q3_current_best_eval_20260912/readable/previous_candidate_eval/summary.json,原样归档,3820142dbbf862c7b0c29c87026a178fdeb5dc2b2651dd51f543ddf2a0892b0b,881,
paper/history/runs/q3_current_best_eval_20260912/readable/report.md,results/history/experiment_result-8ef9ef8/runs/q3_current_best_eval_20260912/readable/report.md,原样归档,d027532e5be00d0f798bbe40482dae3cef1a425ac1884fc661701d040faa46c7,1311,
paper/history/runs/q3_final_best_counts_20260912/archive_manifest.json,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/archive_manifest.json,原样归档,39a60de7ab5e8163954f98ebd75985d1890adf7bac3ba93d910f046c753fd2a8,15102,
paper/history/runs/q3_final_best_counts_20260912/data.tar.gz.part000,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/data.tar.gz.part000,原样归档,645e94a22af421b19931a4ba8f8d688421993806cdd2eb09c848da9b8746dc05,1979311,
paper/history/runs/q3_final_best_counts_20260912/readable/evaluation/N10_distribution.pdf,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/readable/evaluation/N10_distribution.pdf,原样归档,b52fdd0b9083b0ce7383dc47d8c2747ce576a097ba3be20ce97bda1a1fdcf4a2,19885,
paper/history/runs/q3_final_best_counts_20260912/readable/evaluation/N10_distribution.png,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/readable/evaluation/N10_distribution.png,原样归档,b14a75b7c9b26b77bad55b833e62d6b7b537dcdbee35d2e96eff583141764239,56989,
paper/history/runs/q3_final_best_counts_20260912/readable/evaluation/N11_distribution.pdf,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/readable/evaluation/N11_distribution.pdf,原样归档,630554568186c368e73c1c8d69e466e0160ef6ab6644d5c95b7e3bdb6ae64900,19901,
paper/history/runs/q3_final_best_counts_20260912/readable/evaluation/N11_distribution.png,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/readable/evaluation/N11_distribution.png,原样归档,5cb6f29ac75442be0ad60faf96548dc9e8add2d6c2d3f2d95e2dbb0bea8aa702,57138,
paper/history/runs/q3_final_best_counts_20260912/readable/evaluation/N12_distribution.pdf,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/readable/evaluation/N12_distribution.pdf,原样归档,6da1280becf4a3474887ed01bdd44f930d72a6f455200d5bf1415ad54ab4b679,19636,
paper/history/runs/q3_final_best_counts_20260912/readable/evaluation/N12_distribution.png,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/readable/evaluation/N12_distribution.png,原样归档,2e5ae071f7e6a073ef57a82c11ea702e0a59058ceb19220f251ef04e33cc710e,57549,
paper/history/runs/q3_final_best_counts_20260912/readable/evaluation/N13_distribution.pdf,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/readable/evaluation/N13_distribution.pdf,原样归档,9f8fac5f4477042e669e5aa95860ff2d72fedf718aef3ee10f3b2d4902e2eca6,20057,
paper/history/runs/q3_final_best_counts_20260912/readable/evaluation/N13_distribution.png,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/readable/evaluation/N13_distribution.png,原样归档,9f94c8ad7a9778c60fba87188e3c89a2c66761012b230418e2c4720f1798c278,57325,
paper/history/runs/q3_final_best_counts_20260912/readable/evaluation/N14_distribution.pdf,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/readable/evaluation/N14_distribution.pdf,原样归档,dd279286202233be86779204ab7c02c5e5ce7452d9112718bdbe1dfb9655e5f4,19620,
paper/history/runs/q3_final_best_counts_20260912/readable/evaluation/N14_distribution.png,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/readable/evaluation/N14_distribution.png,原样归档,9f4984a494e1267c8ffa846f05a3aba423200b8538448dd82beccb6f837234a8,56940,
paper/history/runs/q3_final_best_counts_20260912/readable/evaluation/N15_16_distribution.pdf,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/readable/evaluation/N15_16_distribution.pdf,原样归档,2037e767f9bb2e97315a72484c6ea3f6ec28cab466b7074a033c764ef2006c3e,21281,
paper/history/runs/q3_final_best_counts_20260912/readable/evaluation/N15_16_distribution.png,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/readable/evaluation/N15_16_distribution.png,原样归档,d05b3772e474c9d23025e8e9f9dd3267b8839cf7caa5b448e09997325e65c548,100126,
paper/history/runs/q3_final_best_counts_20260912/readable/evaluation/manifest.json,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/readable/evaluation/manifest.json,原样归档,14a4b2fe94d773bea2996add2de07a4b2880f5b93c22237cb21e5314a3a6f3db,124201,
paper/history/runs/q3_final_best_counts_20260912/readable/evaluation/report.md,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/readable/evaluation/report.md,原样归档,541645b9863ef1f52da2dfe2f9b0f3033dc7b6850e8233ea9f4608c47007ac68,1481,
paper/history/runs/q3_final_best_counts_20260912/readable/evaluation/status.json,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/readable/evaluation/status.json,原样归档,9c576cd07968c9c67e36fc7f6dfcda8c2ad57a91683f0b030e2ec1a1e3d08ee6,97,
paper/history/runs/q3_final_best_counts_20260912/readable/evaluation/summary.json,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/readable/evaluation/summary.json,原样归档,44dda2c67742b669c073ca32f249bd6e55edebbcda43a11d6b521f5c6472cc32,5094,
paper/history/runs/q3_final_best_counts_20260912/readable/preflight.md,results/history/experiment_result-8ef9ef8/runs/q3_final_best_counts_20260912/readable/preflight.md,原样归档,354c2c11126c84e8a7c75921d5a210a172bb68ac369bcee55aa4c28c2cc8797a,1512,
paper/history/runs/q3_gpu8_extended_20260912/archive_manifest.json,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/archive_manifest.json,原样归档,e16185915c2ccf4e28204b8052e423bdc34a4679e63294b5c3d3c054c8f7c0b8,571581,
paper/history/runs/q3_gpu8_extended_20260912/data.tar.gz.part000,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/data.tar.gz.part000,原样归档,551096575a2bd51075ad0a9a8e743f6c4b5004f0eefbeaed7f1eda10694350d4,41943040,
paper/history/runs/q3_gpu8_extended_20260912/data.tar.gz.part001,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/data.tar.gz.part001,原样归档,fe4afa1a1e798a6b10620544d333e264b6007eca98f07911c13758e6552d926e,41943040,
paper/history/runs/q3_gpu8_extended_20260912/data.tar.gz.part002,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/data.tar.gz.part002,原样归档,01b91dea5d3dcb8c723f9d3407970ba060e9d23b5bd4e33333bea38b68d4d361,41943040,
paper/history/runs/q3_gpu8_extended_20260912/data.tar.gz.part003,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/data.tar.gz.part003,原样归档,e993b480a5f787afce0e0a83a9c3773ffec92859bd93358195d075e12bae4e52,41943040,
paper/history/runs/q3_gpu8_extended_20260912/data.tar.gz.part004,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/data.tar.gz.part004,原样归档,1f4402a758acb3456525b6fa09e088e6fd87ccb8ee737bc547debd0fb8f227df,4937290,
paper/history/runs/q3_gpu8_extended_20260912/readable/baseline_validation/manifest.json,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/readable/baseline_validation/manifest.json,原样归档,7f8b5cbd99d90b842a155c4ebbe1449707599d71b021b7e9c1f122fb6f5c61aa,14916,
paper/history/runs/q3_gpu8_extended_20260912/readable/baseline_validation/summary.json,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/readable/baseline_validation/summary.json,原样归档,79a0acf0d41f4c43faf2cc873de94715742e81f698e26558ea19878323f9f2d6,1459,
paper/history/runs/q3_gpu8_extended_20260912/readable/final_evaluation/per_source_distribution.pdf,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/readable/final_evaluation/per_source_distribution.pdf,原样归档,9911428f842d5694d897c510d989a9fadc7cfbb98a72e56986dfe9413c91ab3d,17005,
paper/history/runs/q3_gpu8_extended_20260912/readable/final_evaluation/per_source_distribution.png,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/readable/final_evaluation/per_source_distribution.png,原样归档,34cf7ce056b3b318cf16f4584c626bc0e20c367ff6d685622a76bda72f66294c,58241,
paper/history/runs/q3_gpu8_extended_20260912/readable/final_evaluation/report.md,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/readable/final_evaluation/report.md,原样归档,74d64edb0bbddaaabf86407727e1aa1eab6c73c0d9af68556943051fcaf1188f,1086,
paper/history/runs/q3_gpu8_extended_20260912/readable/final_evaluation/summary.json,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/readable/final_evaluation/summary.json,原样归档,3b9ce0c570f855d6dd8e58029ab6b7b4b7b79a700bd93d0577e2491a4604a562,923,
paper/history/runs/q3_gpu8_extended_20260912/readable/labels/collection_manifest.json,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/readable/labels/collection_manifest.json,原样归档,49b963a17874d4127556766703b8a93644d7dd8dfb5ac3c9e360d6951ffb57c5,11233,
paper/history/runs/q3_gpu8_extended_20260912/readable/labels/collection_summary.json,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/readable/labels/collection_summary.json,原样归档,542c6fc97eeee89864ff0318a0ae069ef896278d27376dde3296198c07c1b7c7,96,
paper/history/runs/q3_gpu8_extended_20260912/readable/labels/labels_summary.json,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/readable/labels/labels_summary.json,原样归档,9b881920aaa447e576ec1949b07c4cf0a50906a223167fdf303e5bf841344bb0,393,
paper/history/runs/q3_gpu8_extended_20260912/readable/pipeline_status.json,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/readable/pipeline_status.json,原样归档,2a1b5fe0332095e3e61c144911b108147ff64cc0281e1d3b502fea055910f3ba,324,
paper/history/runs/q3_gpu8_extended_20260912/readable/ppo/config.json,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/readable/ppo/config.json,原样归档,9ccae1ee8ef635357d992c0d2d86a0eb34ff9ba8f482c92ea6ce3eca233fcc67,822,
paper/history/runs/q3_gpu8_extended_20260912/readable/ppo/seed_manifest.json,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/readable/ppo/seed_manifest.json,原样归档,cacd40577c4afb007c819208d217db0cd9e55497998a58283acd9f64df20edac,169,
paper/history/runs/q3_gpu8_extended_20260912/readable/ppo/status.json,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/readable/ppo/status.json,原样归档,cecead69321ca526f9afd3ce3ac3d28f17621e967fa4ef6e7b067abdb2b95eff,265,
paper/history/runs/q3_gpu8_extended_20260912/readable/ppo_config.json,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/readable/ppo_config.json,原样归档,9ccae1ee8ef635357d992c0d2d86a0eb34ff9ba8f482c92ea6ce3eca233fcc67,822,
paper/history/runs/q3_gpu8_extended_20260912/readable/ppo_initial_selection.json,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/readable/ppo_initial_selection.json,原样归档,e8995e457d12bf3a443141814fd298724b161afa21a2f91ba3245bc6459f2c6b,292,
paper/history/runs/q3_gpu8_extended_20260912/readable/run_manifest.json,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/readable/run_manifest.json,原样归档,b1244d01668db18a4fef2e0e33905f73d3dd1a19c7fd59b23a7f4b9bc15c5c65,478,
paper/history/runs/q3_gpu8_extended_20260912/readable/search/manifest.json,results/history/experiment_result-8ef9ef8/runs/q3_gpu8_extended_20260912/readable/search/manifest.json,原样归档,12e66dfed9121c2bf09f7493478b7daa95541a255b1dab8ff15c2fb3e6e2ff9a,7219,
